,Pa,D,D_true,REMSE,dist,sample,Pn
1800,0.837,29.2084 ,13.2404 ,4.9553,t,125,0.75
1801,0.858,47.2603 ,13.2404 ,5.7772,t,125,0.8
1802,0.886,38.9196 ,13.2404 ,5.8966,t,125,0.85
1803,0.876,32.0920 ,13.2404 ,6.6419,t,125,0.9
1804,0.877,84.8140 ,13.2404 ,6.6197,t,125,0.95
1805,0.862,18.5925 ,13.2404 ,6.7006,t,125,0.99
1806,0.216,11.3584 ,13.2404 ,-0.1602,t,1250,0.1
1807,0.326,12.1603 ,13.2404 ,-0.1531,t,1250,0.15
1808,0.388,13.5145 ,13.2404 ,0.1679,t,1250,0.2
1809,0.415,15.4164 ,13.2404 ,0.1664,t,1250,0.25
1810,0.375,14.9123 ,13.2404 ,-0.1392,t,1250,0.3
1811,0.458,12.4283 ,13.2404 ,-0.1394,t,1250,0.35
1812,0.504,12.5901 ,13.2404 ,0.1622,t,1250,0.4
1813,0.539,12.5924 ,13.2404 ,0.4624,t,1250,0.45
1814,0.616,20.7742 ,13.2404 ,0.5398,t,1250,0.5
1815,0.663,19.5628 ,13.2404 ,0.4567,t,1250,0.55
1816,0.674,17.7462 ,13.2404 ,0.4888,t,1250,0.6
1817,0.695,18.4944 ,13.2404 ,0.5465,t,1250,0.65
1818,0.715,14.7239 ,13.2404 ,0.3026,t,1250,0.7
1819,0.755,17.3886 ,13.2404 ,0.4075,t,1250,0.75
1820,0.79,17.0602 ,13.2404 ,0.4935,t,1250,0.8
1821,0.8,20.7852 ,13.2404 ,0.6007,t,1250,0.85
1822,0.833,15.2470 ,13.2404 ,0.6808,t,1250,0.9
1823,0.857,18.7105 ,13.2404 ,0.8434,t,1250,0.95
1824,0.858,19.3365 ,13.2404 ,1.0180,t,1250,0.99
1825,0.359,7.5559 ,13.2404 ,-0.4149,t,150,0.1
1826,0.451,37.4682 ,13.2404 ,0.7465,t,150,0.15
1827,0.54,7.8549 ,13.2404 ,0.7933,t,150,0.2
1828,0.605,20.2201 ,13.2404 ,1.1070,t,150,0.25
1829,0.635,19.7139 ,13.2404 ,1.5785,t,150,0.3
1830,0.686,73.0679 ,13.2404 ,1.8237,t,150,0.35
1831,0.68,77.1024 ,13.2404 ,1.9824,t,150,0.4
1832,0.728,20.5765 ,13.2404 ,2.5196,t,150,0.45
1833,0.758,7.8309 ,13.2404 ,2.4988,t,150,0.5
1834,0.758,36.2098 ,13.2404 ,2.7621,t,150,0.55
1835,0.769,91.4410 ,13.2404 ,3.3376,t,150,0.6
1836,0.771,143.4233 ,13.2404 ,3.3229,t,150,0.65
1837,0.808,45.1131 ,13.2404 ,4.7622,t,150,0.7
1838,0.795,21.1001 ,13.2404 ,4.2435,t,150,0.75
1839,0.813,86.1281 ,13.2404 ,3.9765,t,150,0.8
1840,0.829,17.7851 ,13.2404 ,4.4201,t,150,0.85
1841,0.84,39.9663 ,13.2404 ,4.4886,t,150,0.9
1842,0.835,17.2501 ,13.2404 ,6.0839,t,150,0.95
1843,0.856,21.6244 ,13.2404 ,5.5702,t,150,0.99
1844,0.296,12.0362 ,13.2404 ,-0.1290,t,1500,0.1
1845,0.319,10.2022 ,13.2404 ,-0.1412,t,1500,0.15
1846,0.341,13.9339 ,13.2404 ,-0.1253,t,1500,0.2
1847,0.458,15.2741 ,13.2404 ,0.1698,t,1500,0.25
1848,0.492,12.4742 ,13.2404 ,0.1707,t,1500,0.3
1849,0.55,18.4353 ,13.2404 ,0.1815,t,1500,0.35
1850,0.506,10.9253 ,13.2404 ,0.1355,t,1500,0.4
1851,0.542,14.4191 ,13.2404 ,0.1478,t,1500,0.45
1852,0.592,15.8576 ,13.2404 ,0.1687,t,1500,0.5
1853,0.643,14.9705 ,13.2404 ,0.1907,t,1500,0.55
1854,0.728,15.0249 ,13.2404 ,0.4856,t,1500,0.6
1855,0.744,18.7607 ,13.2404 ,0.5397,t,1500,0.65
1856,0.761,20.9740 ,13.2404 ,0.5621,t,1500,0.7
1857,0.785,18.2976 ,13.2404 ,0.5654,t,1500,0.75
1858,0.807,24.2278 ,13.2404 ,0.3562,t,1500,0.8
1859,0.868,17.3110 ,13.2404 ,0.4644,t,1500,0.85
1860,0.901,15.4355 ,13.2404 ,0.6303,t,1500,0.9
1861,0.898,18.3048 ,13.2404 ,0.7887,t,1500,0.95
1862,0.919,25.8879 ,13.2404 ,0.8913,t,1500,0.99
1863,0.179,12.9002 ,13.2404 ,-0.1403,t,1750,0.1
1864,0.255,12.8779 ,13.2404 ,-0.1234,t,1750,0.15
1865,0.245,12.1812 ,13.2404 ,-0.1253,t,1750,0.2
1866,0.297,14.6785 ,13.2404 ,-0.1207,t,1750,0.25
1867,0.344,15.6256 ,13.2404 ,-0.1262,t,1750,0.3
1868,0.461,13.8078 ,13.2404 ,0.1910,t,1750,0.35
1869,0.47,15.3584 ,13.2404 ,0.1847,t,1750,0.4
1870,0.506,15.4751 ,13.2404 ,0.1951,t,1750,0.45
1871,0.532,10.7955 ,13.2404 ,0.2084,t,1750,0.5
1872,0.508,12.3860 ,13.2404 ,0.1461,t,1750,0.55
1873,0.564,15.4263 ,13.2404 ,0.1823,t,1750,0.6
1874,0.588,18.1628 ,13.2404 ,0.2115,t,1750,0.65
1875,0.685,21.2619 ,13.2404 ,0.5606,t,1750,0.7
1876,0.747,31.0856 ,13.2404 ,0.5533,t,1750,0.75
1877,0.768,22.1644 ,13.2404 ,0.6101,t,1750,0.8
1878,0.798,22.5689 ,13.2404 ,0.6068,t,1750,0.85
1879,0.853,26.5413 ,13.2404 ,0.4785,t,1750,0.9
1880,0.896,23.4742 ,13.2404 ,0.7563,t,1750,0.95
1881,0.922,77.0478 ,13.2404 ,0.9501,t,1750,0.99
1882,0.253,14.0470 ,13.2404 ,-0.3196,t,200,0.1
1883,0.334,7.6271 ,13.2404 ,0.4492,t,200,0.15
1884,0.395,20.9084 ,13.2404 ,0.6070,t,200,0.2
1885,0.448,40.3165 ,13.2404 ,0.6935,t,200,0.25
1886,0.522,24.8347 ,13.2404 ,0.9468,t,200,0.3
1887,0.545,40.3399 ,13.2404 ,1.3064,t,200,0.35
1888,0.602,6.4721 ,13.2404 ,1.2176,t,200,0.4
1889,0.611,26.8364 ,13.2404 ,1.4189,t,200,0.45
1890,0.665,10.1872 ,13.2404 ,1.6940,t,200,0.5
1891,0.688,52.6449 ,13.2404 ,1.8823,t,200,0.55
1892,0.666,29.6244 ,13.2404 ,2.0293,t,200,0.6
1893,0.71,34.5542 ,13.2404 ,2.1919,t,200,0.65
1894,0.707,26.9369 ,13.2404 ,2.5235,t,200,0.7
1895,0.762,14.7414 ,13.2404 ,2.5382,t,200,0.75
1896,0.738,28.3067 ,13.2404 ,2.7689,t,200,0.8
1897,0.768,20.0816 ,13.2404 ,3.1196,t,200,0.85
1898,0.766,10.9397 ,13.2404 ,3.4021,t,200,0.9
1899,0.768,67.8145 ,13.2404 ,3.5406,t,200,0.95
1900,0.8,25.6100 ,13.2404 ,3.6319,t,200,0.99
1901,0.179,13.0671 ,13.2404 ,-0.1370,t,2000,0.1
1902,0.259,13.8454 ,13.2404 ,-0.1227,t,2000,0.15
1903,0.326,14.5042 ,13.2404 ,-0.1106,t,2000,0.2
1904,0.377,11.7066 ,13.2404 ,-0.1174,t,2000,0.25
1905,0.352,12.7634 ,13.2404 ,-0.1088,t,2000,0.3
1906,0.415,14.2416 ,13.2404 ,-0.1112,t,2000,0.35
1907,0.452,13.5112 ,13.2404 ,0.1192,t,2000,0.4
1908,0.488,11.0598 ,13.2404 ,0.1397,t,2000,0.45
1909,0.607,13.9575 ,13.2404 ,0.2185,t,2000,0.5
1910,0.624,14.3249 ,13.2404 ,0.2285,t,2000,0.55
1911,0.644,17.7039 ,13.2404 ,0.2260,t,2000,0.6
1912,0.635,17.8119 ,13.2404 ,0.1665,t,2000,0.65
1913,0.677,12.9029 ,13.2404 ,0.1946,t,2000,0.7
1914,0.723,14.8902 ,13.2404 ,0.2367,t,2000,0.75
1915,0.813,20.1144 ,13.2404 ,0.6495,t,2000,0.8
1916,0.857,19.6500 ,13.2404 ,0.6327,t,2000,0.85
1917,0.879,18.2929 ,13.2404 ,0.7044,t,2000,0.9
1918,0.911,16.1335 ,13.2404 ,0.6371,t,2000,0.95
1919,0.953,13.9704 ,13.2404 ,0.9534,t,2000,0.99
1920,0.302,12.4272 ,13.2404 ,-0.1080,t,2250,0.1
1921,0.319,12.2787 ,13.2404 ,-0.1114,t,2250,0.15
1922,0.301,10.2312 ,13.2404 ,-0.1053,t,2250,0.2
1923,0.381,14.7482 ,13.2404 ,-0.1074,t,2250,0.25
1924,0.494,17.2864 ,13.2404 ,0.1239,t,2250,0.3
1925,0.504,14.6754 ,13.2404 ,0.1183,t,2250,0.35
1926,0.514,14.4364 ,13.2404 ,0.1293,t,2250,0.4
1927,0.503,12.8296 ,13.2404 ,0.1123,t,2250,0.45
1928,0.561,12.9903 ,13.2404 ,0.1224,t,2250,0.5
1929,0.606,13.5691 ,13.2404 ,0.1410,t,2250,0.55
1930,0.706,13.2235 ,13.2404 ,0.2482,t,2250,0.6
1931,0.728,16.0193 ,13.2404 ,0.2371,t,2250,0.65
1932,0.733,16.7459 ,13.2404 ,0.2644,t,2250,0.7
1933,0.728,15.0731 ,13.2404 ,0.1969,t,2250,0.75
1934,0.793,13.5333 ,13.2404 ,0.2429,t,2250,0.8
1935,0.817,13.7023 ,13.2404 ,0.2907,t,2250,0.85
1936,0.911,21.3964 ,13.2404 ,0.7033,t,2250,0.9
1937,0.921,20.3583 ,13.2404 ,0.4836,t,2250,0.95
1938,0.956,26.2552 ,13.2404 ,0.9544,t,2250,0.99
1939,0.2,13.3551 ,13.2404 ,-0.2677,t,250,0.1
1940,0.288,12.2270 ,13.2404 ,-0.3231,t,250,0.15
1941,0.322,9.0333 ,13.2404 ,0.3908,t,250,0.2
1942,0.378,17.3079 ,13.2404 ,0.6062,t,250,0.25
1943,0.416,9.3517 ,13.2404 ,0.6187,t,250,0.3
1944,0.462,10.8783 ,13.2404 ,0.7015,t,250,0.35
1945,0.502,12.7025 ,13.2404 ,0.9753,t,250,0.4
1946,0.525,12.0973 ,13.2404 ,1.0503,t,250,0.45
1947,0.548,11.1516 ,13.2404 ,1.1917,t,250,0.5
1948,0.577,13.4715 ,13.2404 ,1.3649,t,250,0.55
1949,0.604,22.4137 ,13.2404 ,1.4312,t,250,0.6
1950,0.627,14.4294 ,13.2404 ,1.7230,t,250,0.65
1951,0.612,20.8241 ,13.2404 ,1.9828,t,250,0.7
1952,0.66,14.2672 ,13.2404 ,1.7982,t,250,0.75
1953,0.684,18.4361 ,13.2404 ,2.0195,t,250,0.8
1954,0.697,16.3190 ,13.2404 ,2.3157,t,250,0.85
1955,0.684,18.0972 ,13.2404 ,2.3533,t,250,0.9
1956,0.692,17.3955 ,13.2404 ,2.5295,t,250,0.95
1957,0.724,23.8452 ,13.2404 ,2.9282,t,250,0.99
1958,0.182,10.5995 ,13.2404 ,-0.1218,t,2500,0.1
1959,0.281,12.1258 ,13.2404 ,-0.1009,t,2500,0.15
1960,0.303,11.5654 ,13.2404 ,-0.0961,t,2500,0.2
1961,0.275,11.3270 ,13.2404 ,-0.1037,t,2500,0.25
1962,0.34,11.6481 ,13.2404 ,-0.0992,t,2500,0.3
1963,0.375,12.7464 ,13.2404 ,-0.1045,t,2500,0.35
1964,0.476,14.2240 ,13.2404 ,0.1384,t,2500,0.4
1965,0.508,12.4100 ,13.2404 ,0.1421,t,2500,0.45
1966,0.511,13.6190 ,13.2404 ,0.1468,t,2500,0.5
1967,0.509,14.2151 ,13.2404 ,0.1259,t,2500,0.55
1968,0.586,13.0859 ,13.2404 ,0.1443,t,2500,0.6
1969,0.599,14.0808 ,13.2404 ,0.1568,t,2500,0.65
1970,0.714,15.3200 ,13.2404 ,0.2443,t,2500,0.7
1971,0.739,16.0567 ,13.2404 ,0.2765,t,2500,0.75
1972,0.745,13.9519 ,13.2404 ,0.2921,t,2500,0.8
1973,0.756,17.0676 ,13.2404 ,0.2545,t,2500,0.85
1974,0.821,18.9630 ,13.2404 ,0.3270,t,2500,0.9
1975,0.929,19.7958 ,13.2404 ,0.7930,t,2500,0.95
1976,0.962,15.8268 ,13.2404 ,0.8525,t,2500,0.99
1977,0.176,12.6661 ,13.2404 ,-0.2473,t,300,0.1
1978,0.232,9.3156 ,13.2404 ,-0.2412,t,300,0.15
1979,0.226,11.2034 ,13.2404 ,-0.2668,t,300,0.2
1980,0.303,11.0215 ,13.2404 ,0.3763,t,300,0.25
1981,0.36,12.5561 ,13.2404 ,0.4822,t,300,0.3
1982,0.406,15.2894 ,13.2404 ,0.6179,t,300,0.35
1983,0.434,10.0207 ,13.2404 ,0.7123,t,300,0.4
1984,0.44,9.2723 ,13.2404 ,0.8862,t,300,0.45
1985,0.492,12.5986 ,13.2404 ,1.1182,t,300,0.5
1986,0.533,19.7630 ,13.2404 ,1.2418,t,300,0.55
1987,0.553,24.3571 ,13.2404 ,1.3769,t,300,0.6
1988,0.556,39.8906 ,13.2404 ,1.7434,t,300,0.65
1989,0.588,27.4756 ,13.2404 ,1.3888,t,300,0.7
1990,0.607,13.8540 ,13.2404 ,1.7140,t,300,0.75
1991,0.625,40.2351 ,13.2404 ,1.6778,t,300,0.8
1992,0.632,9.7450 ,13.2404 ,1.8030,t,300,0.85
1993,0.635,29.3931 ,13.2404 ,2.1086,t,300,0.9
1994,0.659,17.0218 ,13.2404 ,2.1830,t,300,0.95
1995,0.66,36.6201 ,13.2404 ,2.2039,t,300,0.99
1996,0.145,14.2007 ,13.2404 ,-0.2368,t,350,0.1
1997,0.187,13.2371 ,13.2404 ,-0.2312,t,350,0.15
1998,0.234,12.5920 ,13.2404 ,-0.2761,t,350,0.2
1999,0.254,18.0669 ,13.2404 ,0.3354,t,350,0.25
2000,0.322,13.3452 ,13.2404 ,0.4145,t,350,0.3
2001,0.326,14.1288 ,13.2404 ,0.4926,t,350,0.35
2002,0.388,13.4839 ,13.2404 ,0.5740,t,350,0.4
2003,0.424,15.9187 ,13.2404 ,0.7567,t,350,0.45
2004,0.441,17.8729 ,13.2404 ,0.8336,t,350,0.5
2005,0.484,11.4731 ,13.2404 ,0.9062,t,350,0.55
2006,0.479,22.8694 ,13.2404 ,1.0155,t,350,0.6
2007,0.482,45.6920 ,13.2404 ,1.3476,t,350,0.65
2008,0.542,11.4628 ,13.2404 ,1.4901,t,350,0.7
2009,0.547,17.1731 ,13.2404 ,1.4828,t,350,0.75
2010,0.583,25.3280 ,13.2404 ,1.4883,t,350,0.8
2011,0.571,14.9283 ,13.2404 ,1.6982,t,350,0.85
2012,0.59,26.7929 ,13.2404 ,2.0437,t,350,0.9
2013,0.598,19.6926 ,13.2404 ,1.9757,t,350,0.95
2014,0.629,25.1375 ,13.2404 ,2.1314,t,350,0.99
2015,0.27,16.5221 ,13.2404 ,-0.2244,t,400,0.1
2016,0.376,9.9923 ,13.2404 ,-0.2164,t,400,0.15
2017,0.441,9.1892 ,13.2404 ,-0.2705,t,400,0.2
2018,0.462,13.2915 ,13.2404 ,-0.2770,t,400,0.25
2019,0.54,10.2401 ,13.2404 ,0.3537,t,400,0.3
2020,0.558,21.5954 ,13.2404 ,0.4405,t,400,0.35
2021,0.584,9.7639 ,13.2404 ,0.4694,t,400,0.4
2022,0.63,9.1061 ,13.2404 ,0.5573,t,400,0.45
2023,0.645,18.8509 ,13.2404 ,0.5991,t,400,0.5
2024,0.694,15.1158 ,13.2404 ,0.8481,t,400,0.55
2025,0.7,14.2791 ,13.2404 ,0.8495,t,400,0.6
2026,0.742,21.0022 ,13.2404 ,1.0029,t,400,0.65
2027,0.745,19.5109 ,13.2404 ,1.2988,t,400,0.7
2028,0.766,28.5020 ,13.2404 ,1.1266,t,400,0.75
2029,0.767,13.6033 ,13.2404 ,1.2490,t,400,0.8
2030,0.765,31.4467 ,13.2404 ,1.2588,t,400,0.85
2031,0.807,20.2100 ,13.2404 ,1.4194,t,400,0.9
2032,0.835,34.4988 ,13.2404 ,1.4747,t,400,0.95
2033,0.8,23.7611 ,13.2404 ,1.7295,t,400,0.99
2034,0.331,12.6160 ,13.2404 ,0.3012,t,450,0.1
2035,0.328,12.2340 ,13.2404 ,-0.2023,t,450,0.15
2036,0.385,12.6928 ,13.2404 ,-0.2091,t,450,0.2
2037,0.446,11.9162 ,13.2404 ,-0.2563,t,450,0.25
2038,0.502,17.8212 ,13.2404 ,0.3810,t,450,0.3
2039,0.479,11.9540 ,13.2404 ,0.3664,t,450,0.35
2040,0.564,16.9936 ,13.2404 ,0.4287,t,450,0.4
2041,0.597,12.4249 ,13.2404 ,0.4749,t,450,0.45
2042,0.643,15.0776 ,13.2404 ,0.6233,t,450,0.5
2043,0.632,17.0224 ,13.2404 ,0.7038,t,450,0.55
2044,0.676,9.9255 ,13.2404 ,0.7743,t,450,0.6
2045,0.688,14.0808 ,13.2404 ,0.8548,t,450,0.65
2046,0.69,13.6477 ,13.2404 ,0.8798,t,450,0.7
2047,0.71,14.9228 ,13.2404 ,1.3519,t,450,0.75
2048,0.738,15.3398 ,13.2404 ,1.2486,t,450,0.8
2049,0.747,31.5205 ,13.2404 ,1.1210,t,450,0.85
2050,0.749,24.9092 ,13.2404 ,1.2355,t,450,0.9
2051,0.757,16.4852 ,13.2404 ,1.3602,t,450,0.95
2052,0.775,28.2591 ,13.2404 ,1.5685,t,450,0.99
2053,0.795,7.9959 ,13.2404 ,2.8368,t,50,0.1
2054,0.868,35.2179 ,13.2404 ,4.5981,t,50,0.15
2055,0.883,46.1758 ,13.2404 ,6.0716,t,50,0.2
2056,0.91,121.7357 ,13.2404 ,7.4700,t,50,0.25
2057,0.933,122.1171 ,13.2404 ,8.8697,t,50,0.3
2058,0.927,66.5705 ,13.2404 ,10.1188,t,50,0.35
2059,0.942,21.0777 ,13.2404 ,11.6035,t,50,0.4
2060,0.948,126.2766 ,13.2404 ,13.2257,t,50,0.45
2061,0.955,35.8175 ,13.2404 ,15.2970,t,50,0.5
2062,0.965,109.1546 ,13.2404 ,16.8249,t,50,0.55
2063,0.97,30.9831 ,13.2404 ,16.8160,t,50,0.6
2064,0.951,188.8880 ,13.2404 ,19.4960,t,50,0.65
2065,0.966,120.4526 ,13.2404 ,22.2765,t,50,0.7
2066,0.966,232.1671 ,13.2404 ,23.7142,t,50,0.75
2067,0.969,728.0708 ,13.2404 ,27.0908,t,50,0.8
2068,0.972,266.9388 ,13.2404 ,27.3415,t,50,0.85
2069,0.971,499.7359 ,13.2404 ,27.8197,t,50,0.9
2070,0.977,134.3199 ,13.2404 ,32.6518,t,50,0.95
2071,0.976,433.7092 ,13.2404 ,31.1249,t,50,0.99
2072,0.304,12.3041 ,13.2404 ,0.3084,t,500,0.1
2073,0.357,13.1589 ,13.2404 ,0.2861,t,500,0.15
2074,0.329,9.7126 ,13.2404 ,-0.1894,t,500,0.2
2075,0.43,9.9553 ,13.2404 ,-0.2365,t,500,0.25
2076,0.451,14.2568 ,13.2404 ,0.2614,t,500,0.3
2077,0.48,10.9385 ,13.2404 ,0.3151,t,500,0.35
2078,0.508,19.6580 ,13.2404 ,0.4403,t,500,0.4
2079,0.538,10.4455 ,13.2404 ,0.4948,t,500,0.45
2080,0.562,13.2100 ,13.2404 ,0.6025,t,500,0.5
2081,0.592,13.7832 ,13.2404 ,0.6241,t,500,0.55
2082,0.651,19.1986 ,13.2404 ,0.7090,t,500,0.6
2083,0.645,17.0308 ,13.2404 ,0.6924,t,500,0.65
2084,0.682,22.0084 ,13.2404 ,0.9025,t,500,0.7
2085,0.698,13.4963 ,13.2404 ,0.9000,t,500,0.75
2086,0.725,32.6749 ,13.2404 ,1.0221,t,500,0.8
2087,0.748,25.1576 ,13.2404 ,1.1303,t,500,0.85
2088,0.725,8.8556 ,13.2404 ,1.3459,t,500,0.9
2089,0.741,19.7323 ,13.2404 ,1.5862,t,500,0.95
2090,0.737,16.3475 ,13.2404 ,1.4774,t,500,0.99
2091,0.253,11.5176 ,13.2404 ,0.3030,t,600,0.1
2092,0.283,14.0292 ,13.2404 ,0.3364,t,600,0.15
2093,0.332,13.4927 ,13.2404 ,0.3157,t,600,0.2
2094,0.306,9.7110 ,13.2404 ,-0.1853,t,600,0.25
2095,0.379,12.3481 ,13.2404 ,0.2107,t,600,0.3
2096,0.45,20.1251 ,13.2404 ,0.2391,t,600,0.35
2097,0.465,11.9468 ,13.2404 ,0.2813,t,600,0.4
2098,0.485,19.5578 ,13.2404 ,0.3862,t,600,0.45
2099,0.512,15.2996 ,13.2404 ,0.3669,t,600,0.5
2100,0.544,16.1667 ,13.2404 ,0.5082,t,600,0.55
2101,0.586,13.8659 ,13.2404 ,0.5941,t,600,0.6
2102,0.617,38.8863 ,13.2404 ,0.6880,t,600,0.65
2103,0.614,13.8135 ,13.2404 ,0.7671,t,600,0.7
2104,0.645,35.3418 ,13.2404 ,0.8088,t,600,0.75
2105,0.645,13.6883 ,13.2404 ,0.9185,t,600,0.8
2106,0.671,16.4467 ,13.2404 ,1.4716,t,600,0.85
2107,0.68,14.8020 ,13.2404 ,1.0026,t,600,0.9
2108,0.704,24.5430 ,13.2404 ,1.0939,t,600,0.95
2109,0.736,16.8761 ,13.2404 ,1.2672,t,600,0.99
2110,0.176,15.6659 ,13.2404 ,-0.1886,t,700,0.1
2111,0.242,14.5947 ,13.2404 ,0.4054,t,700,0.15
2112,0.28,15.1918 ,13.2404 ,0.3379,t,700,0.2
2113,0.31,10.3991 ,13.2404 ,0.4115,t,700,0.25
2114,0.288,15.7324 ,13.2404 ,-0.1793,t,700,0.3
2115,0.329,14.3527 ,13.2404 ,0.2343,t,700,0.35
2116,0.433,13.4559 ,13.2404 ,0.2456,t,700,0.4
2117,0.438,11.1134 ,13.2404 ,0.3024,t,700,0.45
2118,0.469,15.8065 ,13.2404 ,0.3244,t,700,0.5
2119,0.5,21.9587 ,13.2404 ,0.4228,t,700,0.55
2120,0.523,11.5461 ,13.2404 ,0.4599,t,700,0.6
2121,0.547,20.5723 ,13.2404 ,0.5691,t,700,0.65
2122,0.592,28.3168 ,13.2404 ,0.5898,t,700,0.7
2123,0.599,16.2290 ,13.2404 ,0.7038,t,700,0.75
2124,0.652,15.8272 ,13.2404 ,0.8704,t,700,0.8
2125,0.639,24.7199 ,13.2404 ,0.8769,t,700,0.85
2126,0.702,14.6434 ,13.2404 ,0.9843,t,700,0.9
2127,0.687,15.1837 ,13.2404 ,1.0575,t,700,0.95
2128,0.688,23.6080 ,13.2404 ,1.1912,t,700,0.99
2129,0.66,11.4884 ,13.2404 ,1.5549,t,75,0.1
2130,0.729,22.9419 ,13.2404 ,2.0473,t,75,0.15
2131,0.815,30.3932 ,13.2404 ,2.8442,t,75,0.2
2132,0.828,29.0869 ,13.2404 ,3.5798,t,75,0.25
2133,0.881,31.0257 ,13.2404 ,4.5499,t,75,0.3
2134,0.872,35.5201 ,13.2404 ,4.9400,t,75,0.35
2135,0.871,59.9742 ,13.2404 ,6.1961,t,75,0.4
2136,0.886,32.6794 ,13.2404 ,7.0323,t,75,0.45
2137,0.897,152.4029 ,13.2404 ,7.6626,t,75,0.5
2138,0.904,146.4682 ,13.2404 ,10.9638,t,75,0.55
2139,0.921,75.3274 ,13.2404 ,9.0785,t,75,0.6
2140,0.925,68.2058 ,13.2404 ,11.8826,t,75,0.65
2141,0.939,39.1733 ,13.2404 ,11.7385,t,75,0.7
2142,0.952,137.0968 ,13.2404 ,11.5297,t,75,0.75
2143,0.949,256.0196 ,13.2404 ,15.1963,t,75,0.8
2144,0.939,95.6482 ,13.2404 ,12.3785,t,75,0.85
2145,0.952,88.9338 ,13.2404 ,14.4273,t,75,0.9
2146,0.942,1263.4454 ,13.2404 ,16.1369,t,75,0.95
2147,0.946,209.8877 ,13.2404 ,15.1236,t,75,0.99
2148,0.232,13.4963 ,13.2404 ,-0.1814,t,800,0.1
2149,0.33,10.8537 ,13.2404 ,-0.1731,t,800,0.15
2150,0.416,22.2063 ,13.2404 ,0.4137,t,800,0.2
2151,0.458,16.6758 ,13.2404 ,0.3712,t,800,0.25
2152,0.497,14.4020 ,13.2404 ,0.4030,t,800,0.3
2153,0.531,14.2001 ,13.2404 ,0.3878,t,800,0.35
2154,0.51,15.1713 ,13.2404 ,0.2037,t,800,0.4
2155,0.563,20.8612 ,13.2404 ,0.2432,t,800,0.45
2156,0.636,16.7517 ,13.2404 ,0.3033,t,800,0.5
2157,0.654,14.8646 ,13.2404 ,0.3673,t,800,0.55
2158,0.671,10.8026 ,13.2404 ,0.3990,t,800,0.6
2159,0.699,23.3719 ,13.2404 ,0.4745,t,800,0.65
2160,0.723,11.8076 ,13.2404 ,0.5440,t,800,0.7
2161,0.741,18.8953 ,13.2404 ,0.6981,t,800,0.75
2162,0.765,17.4343 ,13.2404 ,0.6833,t,800,0.8
2163,0.792,14.5938 ,13.2404 ,0.9169,t,800,0.85
2164,0.783,22.4550 ,13.2404 ,1.0209,t,800,0.9
2165,0.794,18.1659 ,13.2404 ,1.0605,t,800,0.95
2166,0.837,29.3064 ,13.2404 ,1.2636,t,800,0.99
2167,0.182,10.6755 ,13.2404 ,-0.1828,t,900,0.1
2168,0.265,9.7836 ,13.2404 ,-0.1572,t,900,0.15
2169,0.341,11.6391 ,13.2404 ,-0.1642,t,900,0.2
2170,0.458,17.8982 ,13.2404 ,0.3705,t,900,0.25
2171,0.47,19.0387 ,13.2404 ,0.4464,t,900,0.3
2172,0.498,16.6854 ,13.2404 ,0.4072,t,900,0.35
2173,0.532,16.1512 ,13.2404 ,0.4187,t,900,0.4
2174,0.497,12.9771 ,13.2404 ,0.2022,t,900,0.45
2175,0.559,16.1530 ,13.2404 ,0.2453,t,900,0.5
2176,0.609,24.4409 ,13.2404 ,0.3171,t,900,0.55
2177,0.658,13.5191 ,13.2404 ,0.3537,t,900,0.6
2178,0.691,12.2747 ,13.2404 ,0.4627,t,900,0.65
2179,0.676,12.9661 ,13.2404 ,0.5269,t,900,0.7
2180,0.698,12.5816 ,13.2404 ,0.5986,t,900,0.75
2181,0.748,15.0819 ,13.2404 ,0.6689,t,900,0.8
2182,0.777,32.8292 ,13.2404 ,0.8019,t,900,0.85
2183,0.765,14.8395 ,13.2404 ,0.9928,t,900,0.9
2184,0.793,17.2222 ,13.2404 ,0.9625,t,900,0.95
2185,0.816,27.0202 ,13.2404 ,1.0644,t,900,0.99
